order_id,order_date,sales_rep_id,region,city,category,sub_category,channel,quantity,unit_price,discount_pct,discount_amount,revenue,cogs,profit
ORD00156,2023-05-04,REP005,East,Kolkata,Toys,Outdoor,Online,39,8087.2,25,78850.2,236550.6,131193.97,105356.63
ORD00157,2023-02-13,REP017,East,Delhi,Sports,Team Sports,Online,16,8602.89,5,6882.31,130763.93,78368.31,52395.62
ORD00158,2023-01-09,REP012,North,Pune,Food & Beverage,Organic,Retail Store,3,9571.49,10,2871.45,25843.02,12303.73,13539.29
ORD00159,2023-06-30,REP018,East,Chennai,Books,Fiction,Direct Sales,50,8770.36,10,43851.8,394666.2,173662.16,221004.04
ORD00160,2023-08-23,REP002,East,Bengaluru,Books,Children,Online,41,2815.94,5,5772.68,109680.86,45948.62,63732.24
ORD00161,2023-10-06,REP016,East,Mumbai,Toys,Board Games,Retail Store,3,4802.38,10,1440.71,12966.43,7191.38,5775.05
ORD00162,2023-03-05,REP012,West,Kolkata,Furniture,Office,Direct Sales,50,812.28,25,10153.5,30460.5,15217.38,15243.12
ORD00163,2023-09-23,REP009,North,Kolkata,Food & Beverage,Dairy,Online,12,7493.43,15,13488.17,76432.99,38996.42,37436.57
ORD00164,2023-12-05,REP010,East,Ahmedabad,Food & Beverage,Beverages,Direct Sales,35,4477.12,0,0.0,156699.2,66443.7,90255.5
ORD00165,2023-06-30,REP020,West,Hyderabad,Clothing,Footwear,Online,23,6762.23,25,38882.82,116648.47,77105.94,39542.53
ORD00166,2023-01-16,REP005,Central,Ahmedabad,Electronics,Accessories,Online,24,7744.98,25,46469.88,139409.64,84178.77,55230.87
ORD00167,2023-10-18,REP002,Central,Chennai,Clothing,Men's,Direct Sales,16,11699.88,10,18719.81,168478.27,85695.66,82782.61
ORD00168,2023-07-07,REP013,East,Hyderabad,Furniture,Office,Retail Store,29,11469.96,20,66525.77,266103.07,117433.56,148669.51
ORD00169,2023-10-15,REP004,East,Hyderabad,Electronics,Laptops,Direct Sales,48,2872.12,20,27572.35,110289.41,56919.95,53369.46
ORD00170,2023-03-11,REP003,West,Chennai,Clothing,Kids,Direct Sales,45,13755.54,15,92849.9,526149.4,242056.87,284092.53
ORD00171,2023-05-29,REP010,South,Chennai,Electronics,Tablets,Wholesale,43,5276.64,0,0.0,226895.52,128195.77,98699.75
ORD00172,2023-09-10,REP001,East,Jaipur,Sports,Outdoor,Wholesale,8,14778.47,5,5911.39,112316.37,52903.35,59413.02
ORD00173,2023-09-03,REP017,West,Kolkata,Food & Beverage,Beverages,Online,40,13275.27,0,0.0,531010.8,261675.33,269335.47
ORD00174,2023-06-26,REP005,Central,Surat,Clothing,Kids,Retail Store,42,1205.06,15,7591.88,43020.64,25985.87,17034.77
ORD00175,2023-09-23,REP005,East,Chennai,Toys,Board Games,Retail Store,28,7592.67,0,0.0,212594.76,138062.7,74532.06
ORD00176,2023-02-10,REP009,South,Jaipur,Furniture,Bedroom,Wholesale,23,14217.5,20,65400.5,261602.0,174875.12,86726.88
ORD00177,2023-10-31,REP019,South,Chennai,Clothing,Kids,Wholesale,40,8048.82,20,64390.56,257562.24,152553.14,105009.1
ORD00178,2023-05-16,REP007,Central,Kolkata,Toys,Action Figures,Online,2,1310.22,25,655.11,1965.33,1240.73,724.6
ORD00179,2023-12-17,REP013,East,Ahmedabad,Food & Beverage,Dairy,Online,42,14354.09,15,90430.77,512441.01,242622.05,269818.96
ORD00180,2023-06-24,REP020,South,Pune,Books,Fiction,Wholesale,11,6650.12,15,10972.7,62178.62,33534.96,28643.66
ORD00181,2023-02-24,REP011,South,Ahmedabad,Books,Academic,Online,26,2048.42,10,5325.89,47933.03,26578.58,21354.45
ORD00182,2023-07-16,REP020,West,Bengaluru,Furniture,Outdoor,Retail Store,16,2199.08,0,0.0,35185.28,17137.47,18047.81
ORD00183,2023-09-13,REP017,West,Ahmedabad,Toys,Educational,Wholesale,37,10844.81,5,20062.9,381195.07,239747.46,141447.61
ORD00184,2023-05-04,REP007,Central,Pune,Food & Beverage,Snacks,Online,6,14183.97,20,17020.76,68083.06,36572.12,31510.94
ORD00185,2023-05-27,REP018,North,Delhi,Electronics,Tablets,Direct Sales,32,9003.03,25,72024.24,216072.72,130023.09,86049.63
ORD00186,2023-07-25,REP002,Central,Jaipur,Clothing,Kids,Retail Store,47,5550.09,15,39128.13,221726.1,113031.8,108694.3
ORD00187,2023-05-24,REP020,Central,Delhi,Furniture,Office,Retail Store,5,5856.6,15,4392.45,24890.55,15664.15,9226.4
ORD00188,2023-07-07,REP005,South,Surat,Electronics,Accessories,Direct Sales,24,11943.97,10,28665.53,257989.75,146370.37,111619.38
ORD00189,2023-08-31,REP017,West,Chennai,Sports,Fitness,Retail Store,3,679.82,25,509.87,1529.59,764.66,764.93
ORD00190,2023-06-03,REP019,East,Jaipur,Furniture,Office,Direct Sales,11,5955.02,20,13101.04,52404.18,32584.7,19819.48
ORD00191,2023-02-26,REP014,Central,Hyderabad,Books,Academic,Online,31,12254.66,10,37989.45,341905.01,170737.75,171167.26
ORD00192,2023-01-27,REP019,West,Chennai,Sports,Water Sports,Direct Sales,17,14509.35,20,49331.79,197327.16,113125.75,84201.41
ORD00193,2023-01-10,REP015,East,Kolkata,Clothing,Women's,Retail Store,3,8631.3,25,6473.48,19420.42,8408.43,11011.99
ORD00194,2023-02-01,REP005,Central,Bengaluru,Food & Beverage,Beverages,Wholesale,27,7577.11,20,40916.39,163665.58,110663.51,53002.07
ORD00195,2023-09-30,REP011,Central,Pune,Books,Children,Wholesale,34,5714.69,5,9714.97,184584.49,99287.82,85296.67
ORD00196,2023-04-26,REP010,East,Bengaluru,Sports,Water Sports,Direct Sales,13,14364.33,10,18673.63,168062.66,95363.12,72699.54
ORD00197,2023-03-04,REP019,Central,Kolkata,Furniture,Outdoor,Direct Sales,23,8451.27,25,48594.8,145784.41,70273.52,75510.89
ORD00198,2023-02-10,REP012,West,Hyderabad,Toys,Educational,Direct Sales,50,12088.78,10,60443.9,543995.1,224463.23,319531.87
ORD00199,2023-03-12,REP004,Central,Surat,Clothing,Women's,Retail Store,35,4139.88,20,28979.16,115916.64,70576.01,45340.63
ORD00200,2023-01-27,REP004,West,Pune,Clothing,Men's,Direct Sales,43,13587.24,5,29212.57,555038.75,328240.69,226798.06
